location,timestamp,percent_full
trashcan1,2025-03-03 21:56:24,0
trashcan1,2025-03-03 21:56:38,0
trashcan1,2025-03-03 21:56:51,0
trashcan1,2025-03-03 21:57:04,0
trashcan1,2025-03-03 21:57:18,0
trashcan1,2025-03-03 21:57:31,0
trashcan1,2025-03-03 21:57:44,0
trashcan1,2025-03-03 21:57:58,0
trashcan1,2025-03-03 21:58:11,0
trashcan1,2025-03-03 21:58:24,0
trashcan1,2025-03-03 21:58:38,0
trashcan1,2025-03-03 21:58:51,0
trashcan1,2025-03-03 21:59:04,0
trashcan1,2025-03-03 21:59:17,0
trashcan1,2025-03-03 21:59:31,0
trashcan1,2025-03-03 21:59:44,0
trashcan1,2025-03-03 21:59:57,0
trashcan1,2025-03-03 22:00:11,0
trashcan1,2025-03-03 22:00:24,0
trashcan1,2025-03-03 22:00:37,0
trashcan1,2025-03-03 22:00:51,0
trashcan1,2025-03-03 22:01:04,0
trashcan1,2025-03-03 22:01:17,0
trashcan1,2025-03-03 22:01:30,0
trashcan1,2025-03-03 22:01:44,0
trashcan1,2025-03-03 22:01:57,0
trashcan1,2025-03-03 22:02:10,0
trashcan1,2025-03-03 22:02:24,0
trashcan1,2025-03-03 22:02:37,0
trashcan1,2025-03-03 22:02:50,0
trashcan1,2025-03-03 22:03:04,0
trashcan1,2025-03-03 22:03:17,0
trashcan1,2025-03-03 22:03:30,0
trashcan1,2025-03-03 22:03:44,0
trashcan1,2025-03-03 22:03:57,0
trashcan1,2025-03-03 22:04:10,0
trashcan1,2025-03-03 22:04:23,0
trashcan1,2025-03-03 22:04:37,0
trashcan1,2025-03-03 22:04:50,0
trashcan1,2025-03-03 22:05:03,0
trashcan1,2025-03-03 22:05:17,0
trashcan1,2025-03-03 22:05:30,0
trashcan1,2025-03-03 22:05:43,100
trashcan1,2025-03-03 22:06:01,100
trashcan1,2025-03-03 22:06:18,100
trashcan1,2025-03-03 22:06:35,25
trashcan1,2025-03-03 22:06:48,24
trashcan1,2025-03-03 22:07:02,26
trashcan1,2025-03-03 22:07:15,24
trashcan1,2025-03-03 22:07:28,25
trashcan1,2025-03-03 22:07:42,24
trashcan1,2025-03-03 22:07:55,39
trashcan1,2025-03-03 22:08:08,39
trashcan1,2025-03-03 22:08:22,39
trashcan1,2025-03-03 22:08:35,39
trashcan1,2025-03-03 22:08:48,39
trashcan1,2025-03-03 22:09:02,39
trashcan1,2025-03-03 22:09:15,39
trashcan1,2025-03-03 22:09:28,39
trashcan1,2025-03-03 22:09:42,39
trashcan1,2025-03-03 22:09:55,38
trashcan1,2025-03-03 22:10:08,39
trashcan1,2025-03-03 22:10:22,39
trashcan1,2025-03-03 22:10:35,40
trashcan1,2025-03-03 22:10:48,39
trashcan1,2025-03-03 22:11:02,39
trashcan1,2025-03-03 22:11:15,39
trashcan1,2025-03-03 22:11:29,39
trashcan1,2025-03-03 22:11:42,39
trashcan1,2025-03-03 22:11:55,40
trashcan1,2025-03-03 22:12:09,39
trashcan1,2025-03-03 22:12:22,39
trashcan1,2025-03-03 22:12:35,39
trashcan1,2025-03-03 22:12:49,39
trashcan1,2025-03-03 22:13:02,38
trashcan1,2025-03-03 22:13:15,39
trashcan1,2025-03-03 22:13:29,39
trashcan1,2025-03-03 22:13:42,39
trashcan1,2025-03-03 22:13:55,39
trashcan1,2025-03-03 22:14:09,39
trashcan1,2025-03-03 22:14:22,39
trashcan1,2025-03-03 22:14:35,39
trashcan1,2025-03-03 22:14:49,100
trashcan1,2025-03-03 22:15:06,51
trashcan1,2025-03-03 22:15:20,50
trashcan1,2025-03-03 22:15:33,50
trashcan1,2025-03-03 22:15:46,50
trashcan1,2025-03-03 22:16:00,50
trashcan1,2025-03-03 22:16:13,50
trashcan1,2025-03-03 22:16:26,50
trashcan1,2025-03-03 22:16:40,51
trashcan1,2025-03-03 22:16:53,51
trashcan1,2025-03-03 22:17:06,51
trashcan1,2025-03-03 22:17:20,51
trashcan1,2025-03-03 22:17:33,51
trashcan1,2025-03-03 22:17:46,51
trashcan1,2025-03-03 22:18:00,51
trashcan1,2025-03-03 22:18:13,50
trashcan1,2025-03-03 22:18:26,51
trashcan1,2025-03-03 22:18:40,51
trashcan1,2025-03-03 22:18:53,51
trashcan1,2025-03-03 22:19:06,51
trashcan1,2025-03-03 22:19:20,51
trashcan1,2025-03-03 22:19:33,51
trashcan1,2025-03-03 22:19:46,51
trashcan1,2025-03-03 22:20:00,50
trashcan1,2025-03-03 22:20:13,51
trashcan1,2025-03-03 22:20:26,50
trashcan1,2025-03-03 22:20:40,48
trashcan1,2025-03-03 22:20:53,49
trashcan1,2025-03-03 22:21:06,48
trashcan1,2025-03-03 22:21:20,50
trashcan1,2025-03-03 22:21:33,47
trashcan1,2025-03-03 22:21:46,47
trashcan1,2025-03-03 22:22:00,47
trashcan1,2025-03-03 22:22:13,47
trashcan1,2025-03-03 22:22:26,47
trashcan1,2025-03-03 22:22:40,47
trashcan1,2025-03-03 22:22:53,47
trashcan1,2025-03-03 22:23:06,47
trashcan1,2025-03-03 22:23:20,47
trashcan1,2025-03-03 22:23:33,47
trashcan1,2025-03-03 22:23:46,47
trashcan1,2025-03-03 22:24:00,47
trashcan1,2025-03-03 22:24:13,48
trashcan1,2025-03-03 22:24:26,47
trashcan1,2025-03-03 22:24:40,47
trashcan1,2025-03-03 22:24:53,48
trashcan1,2025-03-03 22:25:07,47
trashcan1,2025-03-03 22:25:20,47
trashcan1,2025-03-03 22:25:33,49
trashcan1,2025-03-03 22:25:47,47
trashcan1,2025-03-03 22:26:00,47
trashcan1,2025-03-03 22:26:13,47
trashcan1,2025-03-03 22:26:27,47
trashcan1,2025-03-03 22:26:40,47
trashcan1,2025-03-03 22:26:53,47
trashcan1,2025-03-03 22:27:07,47
trashcan1,2025-03-03 22:27:20,47
trashcan1,2025-03-03 22:27:33,47
trashcan1,2025-03-03 22:27:47,47
trashcan1,2025-03-03 22:28:00,47
trashcan1,2025-03-03 22:28:13,47
trashcan1,2025-03-03 22:28:27,47
trashcan1,2025-03-03 22:28:40,47
trashcan1,2025-03-03 22:28:53,46
trashcan1,2025-03-03 22:29:07,46
trashcan1,2025-03-03 22:29:20,46
trashcan1,2025-03-03 22:29:33,47
trashcan1,2025-03-03 22:29:47,47
trashcan1,2025-03-03 22:30:00,47
trashcan1,2025-03-03 22:30:13,47
trashcan1,2025-03-03 22:30:27,47
trashcan1,2025-03-03 22:30:40,47
trashcan1,2025-03-03 22:30:53,45
trashcan1,2025-03-03 22:31:07,49
trashcan1,2025-03-03 22:31:20,47
trashcan1,2025-03-03 22:31:33,48
trashcan1,2025-03-03 22:31:47,54
trashcan1,2025-03-03 22:32:00,49
trashcan1,2025-03-03 22:32:13,48
trashcan1,2025-03-03 22:32:27,49
trashcan1,2025-03-03 22:32:40,47
trashcan1,2025-03-03 22:32:53,46
trashcan1,2025-03-03 22:33:07,46
trashcan1,2025-03-03 22:33:20,46
trashcan1,2025-03-03 22:33:33,47
trashcan1,2025-03-03 22:33:47,47
trashcan1,2025-03-03 22:34:00,50
trashcan1,2025-03-03 22:34:13,46
trashcan1,2025-03-03 22:34:27,46
trashcan1,2025-03-03 22:34:40,46
trashcan1,2025-03-03 22:34:53,46
trashcan1,2025-03-03 22:35:07,46
trashcan1,2025-03-03 22:35:20,50
trashcan1,2025-03-03 22:35:33,46
trashcan1,2025-03-03 22:35:47,46
trashcan1,2025-03-03 22:36:00,46
trashcan1,2025-03-03 22:36:13,46
trashcan1,2025-03-03 22:36:27,46
trashcan1,2025-03-03 22:36:40,46
trashcan1,2025-03-03 22:36:53,46
trashcan1,2025-03-03 22:37:07,49
trashcan1,2025-03-03 22:37:20,50
trashcan1,2025-03-03 22:37:33,55
trashcan1,2025-03-03 22:37:47,46
trashcan1,2025-03-03 22:38:00,47
trashcan1,2025-03-03 22:38:13,46
trashcan1,2025-03-03 22:38:27,47
trashcan1,2025-03-03 22:38:40,47
trashcan1,2025-03-03 22:38:53,46
trashcan1,2025-03-03 22:39:07,49
trashcan1,2025-03-03 22:39:20,45
trashcan1,2025-03-03 22:39:33,46
trashcan1,2025-03-03 22:39:47,49
trashcan1,2025-03-03 22:40:00,49
trashcan1,2025-03-03 22:40:13,49
trashcan1,2025-03-03 22:40:27,49
trashcan1,2025-03-03 22:40:40,50
trashcan1,2025-03-03 22:40:53,46
trashcan1,2025-03-03 22:41:07,51
trashcan1,2025-03-03 22:41:20,50
trashcan1,2025-03-03 22:41:33,47
trashcan1,2025-03-03 22:41:47,48
trashcan1,2025-03-03 22:42:00,49
trashcan1,2025-03-03 22:42:13,51
trashcan1,2025-03-03 22:42:27,48
trashcan1,2025-03-03 22:42:40,49
trashcan1,2025-03-03 22:42:53,46
trashcan1,2025-03-03 22:43:07,48
trashcan1,2025-03-03 22:43:20,46
trashcan1,2025-03-03 22:43:34,47
trashcan1,2025-03-03 22:43:47,48
trashcan1,2025-03-03 22:44:00,49
trashcan1,2025-03-03 22:44:14,49
trashcan1,2025-03-03 22:44:27,47
trashcan1,2025-03-03 22:44:40,48
trashcan1,2025-03-03 22:44:54,46
trashcan1,2025-03-03 22:45:07,48
trashcan1,2025-03-03 22:45:20,47
trashcan1,2025-03-03 22:45:34,46
trashcan1,2025-03-03 22:45:47,46
trashcan1,2025-03-03 22:46:00,46
trashcan1,2025-03-03 22:46:14,46
trashcan1,2025-03-03 22:46:27,45
trashcan1,2025-03-03 22:46:40,46
trashcan1,2025-03-03 22:46:54,46
trashcan1,2025-03-03 22:47:07,46
trashcan1,2025-03-03 22:47:20,45
trashcan1,2025-03-03 22:47:34,46
trashcan1,2025-03-03 22:47:47,46
trashcan1,2025-03-03 22:48:00,46
trashcan1,2025-03-03 22:48:14,46
trashcan1,2025-03-03 22:48:27,46
trashcan1,2025-03-03 22:48:40,46
trashcan1,2025-03-03 22:48:54,46
trashcan1,2025-03-03 22:49:07,46
trashcan1,2025-03-03 22:49:20,45
trashcan1,2025-03-03 22:49:34,46
trashcan1,2025-03-03 22:49:47,46
trashcan1,2025-03-03 22:50:00,46
trashcan1,2025-03-03 22:50:14,46
trashcan1,2025-03-03 22:50:27,46
trashcan1,2025-03-03 22:50:40,47
trashcan1,2025-03-03 22:50:54,46
trashcan1,2025-03-03 22:51:07,47
trashcan1,2025-03-03 22:51:20,47
trashcan1,2025-03-03 22:51:34,46
trashcan1,2025-03-03 22:51:47,46
trashcan1,2025-03-03 22:52:00,48
trashcan1,2025-03-03 22:52:14,47
trashcan1,2025-03-03 22:52:27,49
trashcan1,2025-03-03 22:52:40,47
trashcan1,2025-03-03 22:52:54,45
trashcan1,2025-03-03 22:53:07,45
trashcan1,2025-03-03 22:53:20,46
trashcan1,2025-03-03 22:53:34,47
trashcan1,2025-03-03 22:53:47,47
trashcan1,2025-03-03 22:54:00,45
trashcan1,2025-03-03 22:54:14,47
trashcan1,2025-03-03 22:54:27,48
trashcan1,2025-03-05 15:24:03,0
trashcan1,2025-03-05 15:24:17,0
trashcan1,2025-03-05 15:24:30,0
trashcan1,2025-03-05 15:24:43,0
trashcan1,2025-03-05 15:24:57,0
trashcan1,2025-03-05 15:25:10,0
trashcan1,2025-03-05 15:25:23,0
trashcan1,2025-03-05 15:25:36,0
trashcan1,2025-03-05 15:25:50,9
trashcan1,2025-03-05 15:26:03,9
trashcan1,2025-03-05 15:26:16,9
trashcan1,2025-03-05 15:26:30,0
trashcan1,2025-03-05 15:26:43,24
trashcan1,2025-03-05 15:26:56,24
trashcan1,2025-03-05 15:27:10,24
trashcan1,2025-03-05 15:27:23,64
trashcan1,2025-03-05 15:27:36,64
trashcan1,2025-03-05 15:27:50,64
trashcan1,2025-03-05 15:28:03,100
trashcan1,2025-03-05 15:29:41,100
trashcan1,2025-03-05 15:29:57,100
trashcan1,2025-03-05 15:30:15,67
trashcan1,2025-03-05 15:30:28,26
trashcan1,2025-03-05 15:30:41,0
trashcan1,2025-03-05 15:30:55,100
trashcan1,2025-03-05 15:31:11,100
trashcan1,2025-03-05 15:31:27,26
trashcan1,2025-03-05 15:31:40,28
trashcan1,2025-03-05 15:31:53,28
trashcan1,2025-03-05 15:32:07,28
trashcan1,2025-03-05 15:32:20,28
trashcan1,2025-03-05 15:32:34,28
trashcan1,2025-03-05 15:32:47,28
trashcan1,2025-03-05 15:33:00,28
trashcan1,2025-03-05 15:33:14,28
trashcan1,2025-03-05 15:33:27,28
trashcan1,2025-03-05 15:33:40,28
trashcan1,2025-03-05 15:33:54,28
trashcan1,2025-03-05 15:34:07,28
trashcan1,2025-03-05 15:34:20,28
trashcan1,2025-03-05 15:34:34,28
trashcan1,2025-03-05 15:34:47,28
trashcan1,2025-03-05 15:35:00,28
trashcan1,2025-03-05 15:35:14,28
trashcan1,2025-03-05 15:35:27,28
trashcan1,2025-03-05 15:35:40,28
trashcan1,2025-03-05 15:35:54,28
trashcan1,2025-03-05 15:36:07,28
trashcan1,2025-03-05 15:36:20,28
trashcan1,2025-03-05 15:36:34,28
trashcan1,2025-03-05 15:36:47,28
trashcan1,2025-03-05 15:37:00,28
trashcan1,2025-03-05 15:37:14,28
trashcan1,2025-03-05 15:37:27,28
trashcan1,2025-03-05 15:37:40,28
trashcan1,2025-03-05 15:37:54,28
trashcan1,2025-03-05 15:38:07,28
trashcan1,2025-03-05 15:38:21,28
trashcan1,2025-03-05 15:38:34,28
trashcan1,2025-03-05 15:38:47,28
trashcan1,2025-03-05 15:39:01,28
trashcan1,2025-03-05 15:39:14,28
trashcan1,2025-03-05 15:39:27,28
trashcan1,2025-03-05 15:39:41,28
trashcan1,2025-03-05 15:39:54,28
trashcan1,2025-03-05 15:40:07,28
trashcan1,2025-03-05 15:40:21,28
trashcan1,2025-03-05 15:40:34,28
trashcan1,2025-03-05 15:40:47,28
trashcan1,2025-03-05 15:41:01,27
trashcan1,2025-03-05 15:41:14,28
trashcan1,2025-03-05 15:41:27,28
trashcan1,2025-03-05 15:41:41,28
trashcan1,2025-03-05 15:41:54,28
trashcan1,2025-03-05 15:42:07,28
trashcan1,2025-03-05 15:42:21,28
trashcan1,2025-03-05 15:42:34,28
trashcan1,2025-03-05 15:42:47,28
trashcan1,2025-03-05 15:43:01,28
trashcan1,2025-03-05 15:43:14,28
trashcan1,2025-03-05 15:43:27,28
trashcan1,2025-03-05 15:43:41,28
trashcan1,2025-03-05 15:43:54,28
trashcan1,2025-03-05 15:44:07,28
trashcan1,2025-03-05 15:44:21,28
trashcan1,2025-03-05 15:44:34,28
trashcan1,2025-03-05 15:44:47,28
trashcan1,2025-03-05 15:45:01,28
trashcan1,2025-03-05 15:45:14,29
trashcan1,2025-03-05 15:45:27,28
trashcan1,2025-03-05 15:45:41,28
trashcan1,2025-03-05 15:45:54,28
trashcan1,2025-03-05 15:46:08,28
trashcan1,2025-03-05 15:46:21,28
trashcan1,2025-03-05 15:46:34,28
trashcan1,2025-03-05 15:46:48,28
trashcan1,2025-03-05 15:47:01,28
trashcan1,2025-03-05 15:47:14,28
trashcan1,2025-03-05 15:47:28,28
trashcan1,2025-03-05 15:47:41,28
trashcan1,2025-03-05 15:47:54,28
trashcan1,2025-03-05 15:48:08,28
trashcan1,2025-03-05 15:48:21,28
trashcan1,2025-03-05 15:48:34,28
trashcan1,2025-03-05 15:48:48,28
trashcan1,2025-03-05 15:49:01,28
trashcan1,2025-03-05 15:49:14,28
trashcan1,2025-03-05 15:49:28,28
trashcan1,2025-03-05 15:49:41,28
trashcan1,2025-03-05 15:49:54,28
trashcan1,2025-03-05 15:50:08,28
trashcan1,2025-03-05 15:50:21,24
trashcan1,2025-03-05 15:50:34,28
trashcan1,2025-03-05 15:50:48,26
trashcan1,2025-03-05 15:51:01,28
trashcan1,2025-03-05 15:51:14,28
trashcan1,2025-03-05 15:51:28,28
trashcan1,2025-03-05 15:51:41,28
trashcan1,2025-03-05 15:51:54,28
trashcan1,2025-03-05 15:52:08,28
trashcan1,2025-03-05 15:52:21,28
trashcan1,2025-03-05 15:52:35,28
trashcan1,2025-03-05 15:52:48,28
trashcan1,2025-03-05 15:53:01,28
trashcan1,2025-03-05 15:53:15,28
trashcan1,2025-03-05 15:53:28,28
trashcan1,2025-03-05 15:53:41,28
trashcan1,2025-03-05 15:53:55,28
trashcan1,2025-03-05 15:54:08,28
trashcan1,2025-03-05 15:54:21,28
trashcan1,2025-03-05 15:54:35,28
trashcan1,2025-03-05 15:54:48,28
trashcan1,2025-03-05 15:55:01,28
trashcan1,2025-03-05 15:55:15,28
trashcan1,2025-03-05 15:55:28,28
trashcan1,2025-03-05 15:55:41,28
trashcan1,2025-03-05 15:55:55,28
trashcan1,2025-03-05 15:56:08,28
trashcan1,2025-03-05 15:56:21,28
trashcan1,2025-03-05 15:56:35,28
trashcan1,2025-03-05 15:56:48,28
trashcan1,2025-03-05 15:57:01,28
trashcan1,2025-03-05 15:57:15,28
trashcan1,2025-03-05 15:57:28,28
trashcan1,2025-03-05 15:57:42,28
trashcan1,2025-03-05 15:57:55,28
trashcan1,2025-03-05 15:58:08,28
trashcan1,2025-03-05 15:58:22,28
trashcan1,2025-03-05 15:58:35,28
trashcan1,2025-03-05 15:58:48,28
trashcan1,2025-03-05 15:59:02,28
trashcan1,2025-03-05 15:59:15,28
trashcan1,2025-03-05 15:59:28,28
trashcan1,2025-03-05 15:59:42,28
trashcan1,2025-03-05 15:59:55,28
trashcan1,2025-03-05 16:00:08,28
trashcan1,2025-03-05 16:00:22,28
trashcan1,2025-03-05 16:00:35,28
trashcan1,2025-03-05 16:00:48,28
trashcan1,2025-03-05 16:01:02,28
trashcan1,2025-03-05 16:01:15,28
trashcan1,2025-03-05 16:01:28,28
trashcan1,2025-03-05 16:01:42,28
trashcan1,2025-03-05 16:01:55,28
trashcan1,2025-03-05 16:02:08,28
trashcan1,2025-03-05 16:02:22,28
trashcan1,2025-03-05 16:02:35,28
trashcan1,2025-03-05 16:02:48,28
trashcan1,2025-03-05 16:03:02,28
trashcan1,2025-03-05 16:03:15,28
trashcan1,2025-03-05 16:03:28,28
trashcan1,2025-03-05 16:03:42,28
trashcan1,2025-03-05 16:03:55,28
trashcan1,2025-03-05 16:04:08,28
trashcan1,2025-03-05 16:04:22,28
trashcan1,2025-03-05 16:04:35,28
trashcan1,2025-03-05 16:04:48,28
trashcan1,2025-03-05 16:05:02,28
trashcan1,2025-03-05 16:05:15,28
trashcan1,2025-03-05 16:05:28,28
trashcan1,2025-03-05 16:05:42,28
trashcan1,2025-03-05 16:05:55,28
trashcan1,2025-03-05 16:06:09,28
trashcan1,2025-03-05 16:06:22,28
trashcan1,2025-03-05 16:06:35,29
trashcan1,2025-03-05 16:06:49,28
trashcan1,2025-03-05 16:07:02,28
trashcan1,2025-03-05 16:07:15,28
trashcan1,2025-03-05 16:07:29,28
trashcan1,2025-03-05 16:07:42,28
trashcan1,2025-03-05 16:07:55,28
trashcan1,2025-03-05 16:08:09,28
trashcan1,2025-03-05 16:08:22,28
trashcan1,2025-03-05 16:08:35,28
trashcan1,2025-03-05 16:08:49,28
trashcan1,2025-03-05 16:09:02,28
trashcan1,2025-03-05 16:09:15,28
trashcan1,2025-03-05 16:09:29,28
trashcan1,2025-03-05 16:09:42,28
trashcan1,2025-03-05 16:09:55,28
trashcan1,2025-03-05 16:10:09,28
trashcan1,2025-03-05 16:10:22,28
trashcan1,2025-03-05 16:10:35,28
trashcan1,2025-03-05 16:10:49,28
trashcan1,2025-03-05 16:11:02,28
trashcan1,2025-03-05 16:11:15,28
trashcan1,2025-03-05 16:11:29,28
trashcan1,2025-03-05 16:11:42,28
trashcan1,2025-03-05 16:11:55,28
trashcan1,2025-03-05 16:12:09,28
trashcan1,2025-03-05 16:12:22,28
trashcan1,2025-03-05 16:12:35,28
trashcan1,2025-03-05 16:12:49,28
trashcan1,2025-03-05 16:13:02,28
trashcan1,2025-03-05 16:13:15,28
trashcan1,2025-03-05 16:13:29,28
trashcan1,2025-03-05 16:13:42,28
trashcan1,2025-03-05 16:13:55,28
trashcan1,2025-03-05 16:14:09,28
trashcan1,2025-03-05 16:14:22,28
trashcan1,2025-03-05 16:14:35,28
trashcan1,2025-03-05 16:14:49,28
trashcan1,2025-03-05 16:15:02,28
trashcan1,2025-03-05 16:15:15,28
trashcan1,2025-03-05 16:15:29,28
trashcan1,2025-03-05 16:15:42,28
trashcan1,2025-03-05 16:15:55,28
trashcan1,2025-03-05 16:16:09,28
trashcan1,2025-03-05 16:16:22,29
trashcan1,2025-03-05 16:16:35,30
trashcan1,2025-03-05 16:16:49,30
trashcan1,2025-03-05 16:17:02,30
trashcan1,2025-03-05 16:17:16,30
trashcan1,2025-03-05 16:17:29,29
trashcan1,2025-03-05 16:17:42,30
trashcan1,2025-03-05 16:17:56,29
trashcan1,2025-03-05 16:18:09,30
trashcan1,2025-03-05 16:18:22,30
trashcan1,2025-03-05 16:18:36,30
trashcan1,2025-03-05 16:18:49,30
trashcan1,2025-03-05 16:19:02,29
trashcan1,2025-03-05 16:19:16,30
trashcan1,2025-03-05 16:19:29,30
trashcan1,2025-03-05 16:19:42,30
trashcan1,2025-03-05 16:19:56,30
trashcan1,2025-03-05 16:20:09,30
trashcan1,2025-03-05 16:20:22,30
trashcan1,2025-03-05 16:20:36,30
trashcan1,2025-03-05 16:20:49,30
trashcan1,2025-03-05 16:21:02,30
trashcan1,2025-03-05 16:21:16,30
trashcan1,2025-03-05 16:21:29,30
trashcan1,2025-03-05 16:21:42,30
trashcan1,2025-03-05 16:21:56,30
trashcan1,2025-03-05 16:22:09,30
trashcan1,2025-03-05 16:22:22,30
trashcan1,2025-03-05 16:22:36,30
trashcan1,2025-03-05 16:22:49,30
trashcan1,2025-03-05 16:23:02,30
trashcan1,2025-03-05 16:23:16,30
trashcan1,2025-03-05 16:23:29,30
trashcan1,2025-03-05 16:23:43,30
trashcan1,2025-03-05 16:23:56,30
trashcan1,2025-03-05 16:24:09,30
trashcan1,2025-03-05 16:24:23,30
trashcan1,2025-03-05 16:24:36,29
trashcan1,2025-03-05 16:24:49,30
trashcan1,2025-03-05 16:25:03,30
trashcan1,2025-03-05 16:25:16,30
trashcan1,2025-03-05 16:25:29,30
trashcan1,2025-03-05 16:25:43,30
trashcan1,2025-03-05 16:25:56,30
trashcan1,2025-03-05 16:26:09,30
trashcan1,2025-03-05 16:26:23,30
trashcan1,2025-03-05 16:26:36,30
trashcan1,2025-03-05 16:26:49,30
trashcan1,2025-03-05 16:27:03,30
